0,1,2,3,4,5,6,7,8,9,10,11,12,label_hewan
-437.6908,61.486332,-25.328636,-34.588425,-17.573881,-2.1617846,1.0002303,-6.190753,-9.749969,-6.814517,-1.3800063,3.2155058,9.215529,Anjing
-341.39365,0.88480604,-96.02748,52.847645,34.6892,-31.109903,-20.055292,35.759556,-7.7678313,-13.704041,-4.5879884,7.9172735,14.5970335,Elang
-140.79721,135.55096,6.6791124,29.43563,-9.950785,2.7523189,5.9339676,12.120606,-4.728644,4.7775464,-2.433105,-0.84199625,1.5709099,Harimau
-335.12604,50.512455,-42.22404,-10.244051,-5.3753734,10.822053,0.6375267,5.8401313,10.350924,27.987318,28.481733,15.674223,-17.21972,Kucing
-142.08621,63.99931,-55.835716,-12.751933,7.539896,-9.582809,-5.515078,-10.016459,-6.955288,-10.233655,-12.083642,1.849833,-12.091313,Monyet
-259.80942,139.36908,-47.83388,-17.354443,-1.5005305,-0.77261305,-1.3272995,-6.264104,-8.430936,-7.542005,-10.526367,-4.4618635,-4.8015075,Sapi
